sentence,label
韩国总统朴槿惠支持率跌至4%创民选总统历来最低,-1
防止“民选村官”腐败,1
挑战民选总统“保留机制”陈清木申请遭高庭驳回,-1
新组内阁很仓促安华：不是民选政府,-1
纽约州参议员提新法认罪民选官员将被立即罢免,1
泰王签署新宪法遭批牺牲民选代表,-1
古天乐宣萱成民选影帝后马浚伟奖献亡母,1
大学点建游民收容所民选官员否认,-1
20年来缅甸首次大选将逐步实现从军政府向民选政府转型,1
民主是个伪命题，民选才是真义,-1
年维泗：足球必须回归学校足协主席民选不现实,-1
白宫敦促埃军方尽快交权给民选政府,1
“占中”后首次大型选举香港民选议员数创纪录,1
穆尔西之死埃及首任民选总统为阿拉伯之春殉葬,-1
2020挺谁张忠谋：支持民选总统是一贯立场,1
从新认识好心做坏事的民选官员,-1
蔡英文总统就职演说大陆民众称赞,1
洛杉矶民选官鼓励华裔遇事求助警方提升社区安全,1
组后门政府如同叛国！倪可敏：民选的才是合法委托,-1
美韩裔民选官员呼吁和平外交处理朝鲜危机,1
大臣对森希盟有信心“森议员会捍卫民选政府”,1
美华裔民选官协会孙国泰任新会长推动华人参选,1
美国亚太裔组织和民选官员发布2019年重点移民政策,1
梁漱溟的良心与蒋介石的民选,1
专访张民选：上海教育缘何成了世界第一,0
原住民封路危机：世袭与民选，过去与现在,-1
奥地利33岁总理宣誓就职成全球最年轻民选领袖,1
马国军警政首长支持民选政府,1
山东莱州村主任选举前民选村长被拘无法参选,-1
2020台湾总统大选蔡英文连任未来局势推演；《反,1
朝鲜警告特朗普想总统大选顺利就闭嘴,-1
美议员：台湾总统大选的确是对中国态度的一次公投,1
原纽约市长布隆伯格宣布退出总统大选,-1
2020总统大选是对特朗普抗击新冠病毒成效的全民公投,1
四面楚歌！特朗普同党袍泽反戈，2020年总统大选似乎“胜负已,-1
台总统大选抽签宋韩蔡各抽123号,0
克罗地亚左派胜利前总理赢得总统大选,1
台湾股市：第二日收高，多方在总统大选前夕牢牢掌控走势,1
单日死亡创新高！特朗普：有信心总统大选不会因疫情推迟,1
冰岛总统大选投票现任总统可望连任,1
参加2020美国总统大选，华裔竞选人杨安泽最好死心了,-1
任泽平：美国总统大选各参选人主张,0
【台湾总统大选】蔡英文高雄得票破百万韩国瑜市长职恐遭罢免,-1
美国总统大选倒计时谁当选对台湾有利,1
国民党选出党主席总统大选惨败后如何调整美中台关系,-1
指控民进党政府从中作梗吕秀莲宣布退出总统大选,-1
台湾总统大选:蓝绿对决橘抢票,0
FBI局长：俄罗斯正在针对美总统大选展开“信息战”,-1
波兰即将举行总统大选特朗普被批刻意“助选”,-1
11月总统大选白宫顾问：届时失业率仍两位数,-1
台湾总统大选：蔡英文高票连任,1
【美2020总统大选】彭博或搭档希拉莉迎战特朗普,0
台总统大选封关前最后民调多结果显示蔡英文仍处领先,1
特朗普罕见自称可能输掉11月总统大选,-1
2020年美国总统大选最新消息：拜登再下一城！拿下民主党预选关键“摇摆州”桑德斯已黔驴技穷,1
美国总统大选：选情及对华影响,0
阿富汗再次推迟公布总统大选结果,-1
2020总统大选初选“超级星期二”，加州“肥水,0
美国专栏美国2020总统大选起跑，民主党初选选民“痛苦不堪”,-1
2020美国总统大选候选人最新消息：伊朗对美国发动空袭美总统候选人一致抨击特朗普,-1
【台湾总统大选】韩国瑜票数符合资格可领2247万补助金,1
马茂赢得基里巴斯总统大选成功连任,1
美股开始担忧伯尼桑德斯冲击美国总统大选结果,-1
美总统大选辩论拜登答应3场“多了不奉陪”,-1
谁将在11月赢得美国总统大选这项股市指标可以神预测,1
波兰总统大选现变数在野党指控选举不公,-1
美国总统大选你应该知道的五大问题,0
简报：新疆镇压运动中的穆斯林儿童；台湾总统大选辩论,0
郭台铭柯文哲不参战台总统大选蓝绿对决,-1
美国2020年总统大选能否再现“黑天鹅”,1
“瞌睡乔”对上“推特儿唐”，美国总统大选冒出火药味,-1
【台湾总统大选】柯文哲：若无意外会选2024年总统,1
中国无意介入美国总统大选外交部发言人耿爽,1
防止总统大选意外结果美最高法要求选举人遵守普选结果投票,1
美国总统大选首战投票app崩了！又一个“不靠谱”的人获胜,-1
科特迪瓦总理去世原计划参加年底总统大选,-1
【台湾总统大选】选前一天韩阵营：选情非常乐观准备迎接胜利,1
台总统大选两爆炸新闻郭台铭不选了吕秀莲要参选,-1
台湾总统大选台制宪基金会发布民调蔡英文韩国瑜拉开差距,0
从2020美国总统大选，看跨境电商爆款开发新趋势！,1
美国威斯康星州：至少有7人因参加总统大选初选活动感染新冠,-1
美国总统大选季拉开帷幕，你或许想知道这些事儿,0
受疫情暴发影响，纽约州州长宣布推迟总统大选初选进程,-1
美国总统大选已延迟，俄方却通过一法案，普京还能继续胜任！,-1
民主党总统候选人布蒂吉格退出美国总统大选,-1
布隆伯格宣布参加2020年总统大选:无法再忍特朗普,1
阿根廷周日举行总统大选,1
美国股市希望谁赢得总统大选,0
美国专栏从美国看2020台湾总统大选,0
美国总统大选首战蹿红的布蒂吉格，究竟是什么人,1
前纽约市长布隆伯格退出总统大选竞选活动已花费约5亿美元,-1
台湾总统大选政见各述登场首场辩论定11天后,0
2020年美国总统大选分析：美股大跌超7%、美联储降息、疫情或影响美大选选情,-1
巴菲特在美国总统大选中会投谁他说还要等等看,-1
皇帝不急太监急美总统大选「魅力小猫」来袭！,1
消息：美国不会在总统大选前下调中国商品关税,-1
海峡论谈：台湾总统大选引爆“亡国感”论战,-1
台总统大选后民调7成不要韩国瑜再选,-1
要闻解说波兰总统大选揭晓现总统杜达险胜,1
2020年总统大选登记开始韩宋抢头吉蔡延翌日,1
新冠病毒影响美国总统大选,-1
马拉维总统大选故事完结篇?反对派领袖查克韦拉宣布当选,1
美总统大选新战场:数码世界,-1
分析师：美股到11月总统大选前波动更剧烈,-1
台湾2020总统大选:菁英当道还是民粹崛起?,0
Lyft正在为2020年美总统大选选民提供免费打车服务,1
总统大选牵动美国经济未来变局,0
被指干预美总统大选克宫发言人：有妄想症,-1
美总统大选前拜登公布政策建议以加强民主党党内团结,1
掌控美国总统大选的，其实是三家公司,0
拜登预测川普恐借故延后美国总统大选,-1
“侃爷”痛哭，美国总统大选是靠演技还是“靠谱”,-1
美亿万富翁将参加民主党总统大选选举策略风险高,-1
出口民调显示波兰现任总统杜达在总统大选首轮中获胜,1
美总统大选拜登遭控性侵支持率不减反增,1
卢卡申科要翻车总统大选前夕，大规模抗议游行，200多人被抓,-1
“侃爷”顾问透露：他将退出2020美国总统大选,-1
突尼斯胜负不明确的总统大选开跑,-1
拉贾帕克萨赢得斯里兰卡总统大选,1
美国总统大选“战斗”正酣民调显示桑德斯个人魅力突出,1
赶上最后期限侃爷正式登记参加美国总统大选,1
总统大选对决拜登特朗普想赢两点很关键,1
总统大选可能推迟公布高盛警告投资者应延长对冲期限,-1
台湾总统大选:在台港人的担忧,-1
专家解读美国总统大选民调数字,0
美11月举行总统大选几个关键日备受瞩目,1
美国民主党联邦参议员沃伦退出总统大选,-1
分析：美国总统大选进入倒计时特朗普立场背离民心,-1
台大选辩论聚焦一国两制、香港、反渗透法,0
用11张图了解冠病期间的大选投票程序,0
塞尔维亚进步党在大选中遥遥领先,1
闪电大选甚嚣尘上巫伊周五开会商备战,0
能不能接受对手大选中胜特朗普：不是很输得起,-1
2020年美国大选最新消息：多位美国明星宣布竞选总统到底怎么回事,-1
大选输了怎么办特朗普：我得看看并指责邮寄投票将“操纵选举”,-1
新加坡大选在即，总理李显龙弟弟加入反对党,-1
新加坡大选揭晓：李显龙又赢了反对党创史上最好成绩,1
国家党小范围党内改组进行时Collins对大选有信心,1
特朗普罕见承认可能输掉大选前幕僚：选情堪忧,-1
霹雳诚信党:该大选了！,1
【大选】革新党指李总理以“在职议员”一词形容候选人,0
星大选在即李显扬为反对党拉票,1
种族关系专员MengFoon致各政党：2020大选期间及以后，请不要诋毁少数族裔,1
吴俊刚：大选过后怎样,0
新加坡大选投票日国际新闻,0
移民局系统故障101名海外公民大选无法投票,-1
新加坡正式解散国会将于7月10日举行大选,1
本届大选五大看点,1
波兰大选现任总统杜达成功连任，总统候选人恰斯科夫斯基拟,1
民主党忧外国干预大选拜登：当总统就反制,-1
备战大选更迫切希盟未部署影子内阁,1
我在纽约病毒、烟花、分裂和大选：疫情中的美国独立日,-1
疫情施压经济新加坡大选“成全”反对党,-1
新加坡大选投票日定于7月10日，竞选期9天,0
疫中大选网络较劲！新加坡选民最在意工作经济,1
联合国人权专家呼吁缅甸大选必须保持自由公正,1
前进党：本届大选关乎国家未来关键策略,1
狮城大选中的“变”与“不变”,0
11月大选或将决定数百万桶原油的“归宿”,0
波兰总统大选将举行第二轮投票,1
新加坡大选提名日五大选区战情难测,-1
凯里：明年中大选最好时机国内,1
傅来兴：注定不一样的大选,0
新加坡总统解散议会将于7月10日举行大选,1
新加坡大选今日提名192名候选人角逐全国93个议席,1
潘君胜：来届大选，谁是首相人选?,0
玻利维亚临时总统同意在9月6日举行大选,1
疫情下的大选，各大政党在社交媒体上打什么牌,0
